,Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime,Percentage Difference (Correlated - Booles),Percentage Difference (Correlated - Independent),Percentage Difference (MC Correlated - Theoretical Correlated),Percentage Difference (MC Correlated - Theoretical Independent)
0,drones_instance-1_network_1_deadline_13_corrsize_2,drones,1,1,1,1,13,2,2.4100028718791258,0.7161241599999999,0.5328,29,0.9969,0.9999,0.9999,1.0,0.9996833277018298,0.9996921176947864,0.1093654632568359,0.1523692607879638,0.5722219944000244,0.3000300030003003,0.0,0.020790309552317705,0.021669396756699627
2,drones_instance-12_network_10_deadline_10_corrsize_3,drones,12,2,1,10,10,3,30.31013501014475,0.1031440352814769,0.8454,29,0.8726,0.8741,0.8737,0.8486442872847086,0.877797457540087,0.8730095012157132,0.1159136295318603,0.2202212810516357,5.24013090133667,0.12590133913242416,-0.04578230513905871,0.07903156510093184,-0.4689776284865453
5,drones_instance-12_network_10_deadline_10_corrsize_4,drones,12,2,1,10,10,3,15.61903167948409,0.1856527634244591,0.8858,29,0.6684,0.6687,0.6687,0.581855456058804,0.6356756105376459,0.6610418054016707,0.1487371921539306,0.2002050876617431,0.4652473926544189,0.04486316733960924,0.0,1.1452362192805865,4.938595702460608
6,drones_instance-12_network_10_deadline_11_corrsize_2,drones,12,2,1,10,11,2,8.606186387475471,0.4854792844172543,0.5736,29,0.997,0.9992,0.9992,1.0,0.9991214776924342,0.9990668010907392,0.1169660091400146,0.1580944061279297,0.1297826766967773,0.22017614091272816,0.0,0.01333055537037418,0.007858517570634101
7,drones_instance-12_network_10_deadline_11_corrsize_3,drones,12,2,1,10,11,3,16.301266919764156,0.0341621164501052,0.8889,29,0.9653,0.9666,0.9665,0.9508227490058796,0.9617350231546709,0.9665645722493522,0.1138980388641357,0.2153127193450927,4.644149541854858,0.1241593378168628,-0.010346611484737608,-0.006681039767427887,0.4930136415239702
9,drones_instance-12_network_10_deadline_12_corrsize_2,drones,12,2,1,10,12,2,15.477795236769197,0.5771401844873615,0.4922,29,0.9976,0.9983,0.9981,1.0,0.998360379649836,0.9984356399278724,0.1111147403717041,0.496234655380249,0.1729435920715332,0.05009518084359733,-0.02003807233743893,-0.03362788577020782,-0.02608753129306193
10,drones_instance-12_network_10_deadline_12_corrsize_3,drones,12,2,1,10,12,3,46.32779593230238,0.7871662693801788,0.3156,29,0.9118,0.9123,0.9124,0.8846643013847794,0.9072222945772376,0.9096959536071711,0.1223645210266113,0.2397968769073486,0.4543766975402832,0.06576063130205326,0.010960105217008876,0.2963663297708067,0.5674819621615973
11,drones_instance-12_network_10_deadline_12_corrsize_4,drones,12,2,1,10,12,3,10.12101462580688,0.8791912403931249,0.1946,29,0.9797,0.9803,0.9803,0.9722928341888416,0.9784684664933612,0.9784418250838312,0.2283937931060791,0.216799259185791,1.180243730545044,0.0612057533408073,0.0,0.18955165930519205,0.18683398007128255
12,drones_instance-12_network_10_deadline_13_corrsize_2,drones,12,2,1,10,13,2,11.510685333402604,0.3228605390334015,0.8082,29,0.9985,0.9999,0.9999,1.0,0.9996833277018298,0.9997058962297884,0.1134686470031738,0.1678621768951416,1.0024192333221436,0.1400140014001357,0.0,0.01941231825298152,0.021669396756699627
13,drones_instance-12_network_10_deadline_13_corrsize_3,drones,12,2,1,10,13,3,32.393837500950504,0.6998224682798279,0.5202,29,0.157,0.164,0.1693,0.1125329076222889,0.1523616904745727,0.1678455660097477,0.1156444549560546,0.2305953502655029,1.0076332092285156,7.2652096869462515,3.130537507383343,0.8590868223581228,10.004908166229946
14,drones_instance-12_network_10_deadline_13_corrsize_4,drones,12,2,1,10,13,3,17.117555640179045,0.3640450717217681,0.5749,29,0.9971,0.9999,0.9999,1.0,0.9996833277018298,0.9996969855031336,0.1444265842437744,0.1889066696166992,1.0919771194458008,0.2800280028002825,0.0,0.02030348003464729,0.021669396756699627
15,drones_instance-12_network_10_deadline_14_corrsize_2,drones,12,2,1,10,14,2,13.343085212670786,0.21702463979536,0.8742,29,0.9984,0.9999,0.9999,1.0,0.9996833277018298,0.9997190422174392,0.2201654911041259,0.1657750606536865,1.1034371852874756,0.1500150015001557,0.0,0.018097588014879044,0.021669396756699627
16,drones_instance-12_network_10_deadline_14_corrsize_3,drones,12,2,1,10,14,3,11.326725598736973,0.5752203937138165,0.4404,29,0.9938,0.9953,0.995,0.9923311766775156,0.9934082156395128,0.993227195496334,0.1151597499847412,0.2213830947875976,0.7081124782562256,0.12060301507537477,-0.0301507537688409,0.178171306901107,0.15997832768715942
17,drones_instance-12_network_10_deadline_14_corrsize_4,drones,12,2,1,10,14,3,21.03051147066598,0.4875066927505332,0.621,29,0.998,0.9985,0.9985,0.9992043190357672,0.997702657578326,0.9977008501537876,0.114741563796997,0.4949386119842529,0.1605017185211181,0.0500751126690091,0.0,0.08003503717700874,0.07985402320220963
18,drones_instance-12_network_1_deadline_10_corrsize_2,drones,12,2,1,1,10,2,23.585919677179536,0.97644511287225,0.1195,29,0.3981,0.3975,0.3976,0.3429274728209348,0.4018009016019898,0.4129454483068439,0.117713451385498,0.2338151931762695,0.2628800868988037,-0.12575452716297797,0.025150905432592807,-3.8595191918621397,-1.0565647892328396
19,drones_instance-12_network_1_deadline_10_corrsize_3,drones,12,2,1,1,10,3,15.980628486108406,0.4792372364819002,0.5227,29,0.3764,0.3934,0.3984,0.2316188162695223,0.2883048014092458,0.3951509890094323,0.1171269416809082,0.2203683853149414,0.8480393886566162,5.522088353413646,1.2550200803212725,0.8155148068693977,27.634336995671234
20,drones_instance-12_network_1_deadline_10_corrsize_4,drones,12,2,1,1,10,3,27.549920123064744,0.859641381353444,0.3645,29,0.9226,0.9239,0.9238,0.9027006724744536,0.9228756592723274,0.9230851343341328,0.2265636920928955,0.2073431015014648,0.3799235820770263,0.12989824637367167,-0.010824853864483657,0.07738316365741543,0.10005853298035905
21,drones_instance-12_network_1_deadline_11_corrsize_2,drones,12,2,1,1,11,2,34.44271278035473,0.78582352762116,0.377,29,0.6997,0.7002,0.7003,0.635247303322214,0.6862324634634641,0.7026379862121542,0.1301758289337158,0.1635150909423828,0.3633449077606201,0.08567756675711051,0.014279594459515776,-0.3338549496150503,2.0087871678617617
22,drones_instance-12_network_1_deadline_11_corrsize_3,drones,12,2,1,1,11,3,12.548821318550402,0.5530488117256317,0.4666,29,0.3502,0.3503,0.3552,0.2410039106513921,0.2985169326922705,0.3564758290312046,0.1164088249206543,0.2397005558013916,1.2372713088989258,1.407657657657659,1.379504504504509,-0.35918610112742133,15.958070751049982
24,drones_instance-12_network_1_deadline_12_corrsize_2,drones,12,2,1,1,12,2,28.333185885178857,0.7540294464639999,0.4932,29,0.4979,0.4989,0.5,0.3902609165567277,0.4497249946303141,0.5056502439489039,0.1131501197814941,0.2125670909881591,0.5349471569061279,0.41999999999999815,0.21999999999999797,-1.1300487897807798,10.055001073937175
25,drones_instance-12_network_1_deadline_12_corrsize_3,drones,12,2,1,1,12,3,13.54452362390754,0.2565496241777025,0.6224,29,0.9914,0.9923,0.9917,0.9924388360401548,0.9935074484700072,0.9938141057932997,0.1878647804260254,0.5239686965942383,6.889996528625488,0.030251083997184427,-0.06050216799434647,-0.21317997310674855,-0.18225758495584687
26,drones_instance-12_network_1_deadline_12_corrsize_4,drones,12,2,1,1,12,3,14.278433759148424,0.5599516542624329,0.4241,29,0.9191,0.9195,0.9195,0.8944503977315041,0.9153328424314028,0.9160059017826752,0.1165125370025634,0.1840333938598632,0.6838147640228271,0.04350190320826057,0.0,0.3799998061255928,0.4531982130067647
27,drones_instance-12_network_1_deadline_13_corrsize_2,drones,12,2,1,1,13,2,22.60033935958967,0.7738243827185024,0.4535,29,0.997,0.9999,0.9999,1.0,0.9996833277018298,0.9996885361575304,0.1350457668304443,0.149519681930542,0.7664434909820557,0.2900290029002914,0.0,0.021148499096871377,0.021669396756699627
28,drones_instance-12_network_1_deadline_13_corrsize_3,drones,12,2,1,1,13,3,13.416547912240436,0.0878321952492323,0.8001,29,0.8267,0.8343,0.8402,0.7829335963122721,0.8222180501465092,0.8385452425700073,0.1542472839355468,0.2011630535125732,4.216192007064819,1.6067602951678122,0.7022137586288867,0.19694803975156625,2.140198744762054
29,drones_instance-12_network_1_deadline_13_corrsize_4,drones,12,2,1,1,13,3,23.325956163570268,0.5617776821732643,0.5354,29,0.8536,0.8564,0.8593,0.8159512016094724,0.849631968598302,0.8567130909215528,0.1187176704406738,0.2242782115936279,2.645882368087769,0.6633306179448304,0.3374839986035032,0.30104842062692466,1.1251054814032257
30,drones_instance-12_network_1_deadline_14_corrsize_2,drones,12,2,1,1,14,2,11.491150756595143,0.9708020849915135,0.1432,29,0.9971,0.9999,0.9999,1.0,0.9996833277018298,0.9996834409658946,0.1130352020263671,0.1283304691314697,0.2250831127166748,0.2800280028002825,0.0,0.02165806921746632,0.021669396756699627
31,drones_instance-12_network_1_deadline_14_corrsize_3,drones,12,2,1,1,14,3,29.680335707433763,0.2069752225487437,0.8379,29,0.9978,0.9986,0.9991,1.0,0.9986058860420076,0.99805614729591,0.1155092716217041,0.5299122333526611,0.2811875343322754,0.13011710539485216,0.05004504053647733,0.10447930178060458,0.0494559061147403
32,drones_instance-12_network_1_deadline_14_corrsize_4,drones,12,2,1,1,14,3,12.546446854539743,0.6927491237582033,0.4863,29,0.9975,1.0,1.0,1.0,0.9996833277018298,0.999683471016108,0.1143453121185302,0.1273193359375,0.2471711635589599,0.24999999999999467,0.0,0.0316528983892006,0.03166722981702286
33,drones_instance-12_network_2_deadline_10_corrsize_2,drones,12,2,1,2,10,2,17.998334987056083,0.7451316234337536,0.5048,29,0.4311,0.4392,0.4394,0.4251609161845313,0.4839045173127359,0.443374907989759,0.1705012321472168,0.2046592235565185,0.4291009902954101,1.8889394629039669,0.04551661356395846,-0.9046217546105982,-10.128474581869803
34,drones_instance-12_network_2_deadline_10_corrsize_3,drones,12,2,1,2,10,3,38.05215654870677,0.5642071590432132,0.454,29,0.6466,0.6455,0.6498,0.6016138711343583,0.6561705180126047,0.6454604797940978,0.1624057292938232,0.2251007556915283,1.7528038024902344,0.49245921822100513,0.6617420744844693,0.6678239775165012,-0.9803813500468892
35,drones_instance-12_network_2_deadline_10_corrsize_4,drones,12,2,1,2,10,3,35.93816450425821,0.3598896021427717,0.7014,29,0.2922,0.2929,0.2997,0.2397551567091685,0.2983371286026473,0.3031007308714195,0.1125800609588623,0.2503118515014648,3.4324207305908203,2.5025025025025043,2.268935602268945,-1.134711668808627,0.454745210995245
36,drones_instance-12_network_2_deadline_11_corrsize_2,drones,12,2,1,2,11,2,27.50432137817949,0.9397552632205584,0.1959,29,0.5584,0.5596,0.5601,0.4811395195959424,0.5425328315444371,0.5555585129523917,0.1707849502563476,0.2042057514190673,0.3270165920257568,0.3035172290662444,0.08926977325478593,0.8108350379590022,3.1364342895131117
37,drones_instance-12_network_2_deadline_11_corrsize_3,drones,12,2,1,2,11,3,14.625497895349913,0.0485008761409792,0.736,29,0.9921,0.9925,0.9925,0.9904234636434184,0.9921259153541282,0.992841258859345,0.1888186931610107,0.5297975540161133,51.04788875579834,0.040302267002525635,0.0,-0.03438376416574257,0.037691148198675334
38,drones_instance-12_network_2_deadline_11_corrsize_4,drones,12,2,1,2,11,3,15.839956703637323,0.3615193943812441,0.5293,29,0.9359,0.9377,0.9365,0.9172834823577914,0.934837671435417,0.9341320129099996,0.1120352745056152,0.2049567699432373,1.924654245376587,0.06406833956220448,-0.1281366791243971,0.25285500160175245,0.17750438489941672
39,drones_instance-12_network_2_deadline_12_corrsize_2,drones,12,2,1,2,12,2,48.16407052026516,0.4803223853422499,0.7175,29,0.9801,0.9808,0.9808,0.9657532838026686,0.9798277349875084,0.9798164796384328,0.113541841506958,0.1629467010498047,0.8305001258850098,0.07137030995106382,0.0,0.10027736149747513,0.09912979328013775
40,drones_instance-12_network_2_deadline_12_corrsize_3,drones,12,2,1,2,12,3,20.009396721339314,0.7204974574798626,0.4163,29,0.9698,0.9708,0.9708,0.9604949562303388,0.9689819911730294,0.9687318372759076,0.1157433986663818,0.2087001800537109,0.7830798625946045,0.10300782859497332,0.0,0.21303695138982096,0.18726914163273436
41,drones_instance-12_network_2_deadline_12_corrsize_4,drones,12,2,1,2,12,3,22.476947043736665,0.3289287966882083,0.5046,29,0.9985,0.9997,0.9993,1.0,0.998902772054259,0.9980511811044852,0.113349437713623,0.1625096797943115,0.5231461524963379,0.0800560392274504,-0.04002801961373631,0.12496936810915224,0.039750620008098675
42,drones_instance-12_network_2_deadline_13_corrsize_2,drones,12,2,1,2,13,2,15.593117205488042,0.4964774006249999,0.667,29,0.9975,1.0,1.0,1.0,0.9996833277018298,0.999697914067276,0.179699420928955,0.1434974670410156,0.8464376926422119,0.24999999999999467,0.0,0.03020859327239611,0.03166722981702286
43,drones_instance-12_network_2_deadline_13_corrsize_3,drones,12,2,1,2,13,3,31.470517273985912,0.7127665115809766,0.3461,29,0.9628,0.9636,0.9636,0.9520525560581918,0.9624730943030112,0.9636364528081272,0.1179907321929931,0.524878978729248,3.268683195114136,0.08302200083022238,0.0,-0.0037829813332441796,0.11694745713873095
44,drones_instance-12_network_2_deadline_13_corrsize_4,drones,12,2,1,2,13,3,24.122128995152725,0.0050049261134595,0.9193,29,0.9667,0.9683,0.9671,0.9507168418810816,0.9616223379355624,0.9690074692888588,0.228226900100708,0.2069294452667236,21.694507598876957,0.04136076931030462,-0.12408230793093682,-0.1972359930574787,0.5664007925175846
45,drones_instance-12_network_2_deadline_14_corrsize_2,drones,12,2,1,2,14,2,13.883297289958694,0.9984567720760164,0.0391,29,0.9972,0.9999,0.9999,1.0,0.9996833277018298,0.9996833369881384,0.1146836280822753,0.1492769718170166,0.7025787830352783,0.2700270027002736,0.0,0.021668468032966157,0.021669396756699627
46,drones_instance-12_network_2_deadline_14_corrsize_3,drones,12,2,1,2,14,3,5.993476276916712,0.9464306223217392,0.1408,29,0.9976,0.998,0.998,0.9989610081063558,0.9975815904130032,0.9975812225922536,0.1164493560791015,0.4845709800720215,0.3257918357849121,0.04008016032063687,0.0,0.0419616641028486,0.04192480831631192
47,drones_instance-12_network_2_deadline_14_corrsize_4,drones,12,2,1,2,14,3,34.971076428024936,0.2318426557340294,0.7128,29,0.972,0.972,0.9719,0.9620636513345144,0.970392168634566,0.9706242401281908,0.1134634017944336,0.1831488609313964,10.714051246643066,-0.010289124395512808,-0.010289124395512808,0.13126452019849447,0.1551426448640782
48,drones_instance-12_network_3_deadline_10_corrsize_2,drones,12,2,1,3,10,2,20.61592299681091,0.1319694584146176,0.8316,29,0.9481,0.9493,0.9503,0.9243704485458504,0.9399942924665076,0.9490436799325752,0.2070894241333007,0.1885528564453125,0.398137092590332,0.2315058402609681,0.10522992739135019,0.13220246947540998,1.0844688554659023
49,drones_instance-12_network_3_deadline_10_corrsize_3,drones,12,2,1,3,10,3,35.96419615860309,0.4645948152823243,0.5365,29,0.4747,0.4764,0.4824,0.3813525157315022,0.4407740318556596,0.488877688318412,0.114898681640625,0.2064402103424072,2.7734575271606445,1.5961857379767797,1.2437810945273642,-1.3428043777802654,8.628932036554806
50,drones_instance-12_network_3_deadline_10_corrsize_4,drones,12,2,1,3,10,3,15.379678534265071,0.5057116950511881,0.6978,29,0.9967,0.9971,0.9971,0.9965103502221896,0.9961080141273564,0.9961244479469474,0.115891695022583,0.1556911468505859,0.3819706439971924,0.04011633737839293,0.0,0.09783893822611102,0.09948709985393611
53,drones_instance-12_network_3_deadline_11_corrsize_4,drones,12,2,1,3,11,3,4.568801696313081,0.3080771194391274,0.8127,29,0.9982,0.9998,0.9998,1.0,0.9996833277018298,0.9997173422066592,0.1160304546356201,0.1513550281524658,1.1353607177734375,0.16003200640128484,0.0,0.008267432820646474,0.011669563729771014
54,drones_instance-12_network_3_deadline_12_corrsize_2,drones,12,2,1,3,12,2,1.1700541694898692,0.0395475665574755,0.9786,29,0.9972,1.0,1.0,1.0,0.9996833277018298,0.9997465688680576,0.155961275100708,0.1820070743560791,0.6778440475463867,0.28000000000000247,0.0,0.02534311319424276,0.03166722981702286
55,drones_instance-12_network_3_deadline_12_corrsize_3,drones,12,2,1,3,12,3,13.151695397891208,0.932348319299426,0.1777,29,0.9976,1.0,1.0,1.0,0.9996833277018298,0.9996835906715386,0.1917312145233154,0.1243627071380615,0.1975891590118408,0.23999999999999577,0.0,0.03164093284614422,0.03166722981702286
56,drones_instance-12_network_3_deadline_12_corrsize_4,drones,12,2,1,3,12,3,17.724242718911242,0.267349445947584,0.6517,29,0.8207,0.823,0.8212,0.7669165019196243,0.8069307040637271,0.8185514012773971,0.1552174091339111,0.1800668239593505,1.4026861190795898,0.060886507549933744,-0.2191914271797263,0.3225278522409795,1.7376151895120442
57,drones_instance-12_network_3_deadline_13_corrsize_2,drones,12,2,1,3,13,2,5.787694293341938,0.62135312994225,0.563,29,0.9979,0.9999,0.9999,1.0,0.9996833277018298,0.9996955861616064,0.1122174263000488,0.1532118320465088,0.720088005065918,0.2000200020002002,0.0,0.020443428182182886,0.021669396756699627
58,drones_instance-12_network_3_deadline_13_corrsize_3,drones,12,2,1,3,13,3,19.72042850017202,0.733312664471248,0.3383,29,0.6356,0.6387,0.6402,0.5857635481483188,0.6406356942972541,0.6367780019598972,0.1138651371002197,0.2043242454528808,1.1193928718566897,0.7185254607934922,0.2343017806935248,0.5345201562172432,-0.06805596645643497
59,drones_instance-12_network_3_deadline_13_corrsize_4,drones,12,2,1,3,13,3,11.660925508825796,0.0399681202164214,0.7874,29,0.9933,0.9946,0.9939,0.9916280893635914,0.9929467022508828,0.9928910710041844,0.1140029430389404,0.2439544200897216,7.552002906799316,0.060368246302449434,-0.07042962068618915,0.10151212353512594,0.09591485553045903
60,drones_instance-12_network_3_deadline_14_corrsize_2,drones,12,2,1,3,14,2,18.20904255498325,0.9898130678141602,0.0843,29,0.9982,0.9993,0.9993,1.0,0.9989825042327634,0.999037241955073,0.1139531135559082,0.1393966674804687,0.7213485240936279,0.11007705393775542,0.0,0.026294210440000514,0.03177181699555775
61,drones_instance-12_network_3_deadline_14_corrsize_3,drones,12,2,1,3,14,3,17.73002585318666,0.6039069727373639,0.6172,29,0.998,0.9999,0.9999,1.0,0.9996833277018298,0.9996843385326216,0.2245171070098877,0.127378225326538,0.1753392219543457,0.1900190019001913,0.0,0.021568303568196005,0.021669396756699627
62,drones_instance-12_network_3_deadline_14_corrsize_4,drones,12,2,1,3,14,3,47.76404005811317,0.1225290225244664,0.8061,29,0.2033,0.1967,0.2061,0.2248899513878176,0.2822820939239435,0.2086339429081318,0.1160428524017334,0.2028150558471679,2.175270795822144,1.3585638039786496,4.560892770499754,-1.2294725415486671,-36.96365547013269
63,drones_instance-12_network_4_deadline_10_corrsize_2,drones,12,2,1,4,10,2,14.959899388900109,0.1588117254564224,0.9131,29,0.9966,1.0,0.9999,1.0,0.9996833277018298,0.9997126955168928,0.1188957691192627,0.1510217189788818,0.7113308906555176,0.330033003300327,-0.0100010001000089,0.018732321542876303,0.021669396756699627
64,drones_instance-12_network_4_deadline_10_corrsize_3,drones,12,2,1,4,10,3,31.606822869431998,0.8458001542740667,0.2184,29,0.2428,0.2455,0.2462,0.1765625188498762,0.2237987162440273,0.2511862708969661,0.1155042648315429,0.2043616771697998,0.7936687469482422,1.3809910641754728,0.28432168968318694,-2.0252928094906983,9.098815497958041
66,drones_instance-12_network_4_deadline_11_corrsize_2,drones,12,2,1,4,11,2,48.602017094323074,0.2528546988171205,0.8089,29,0.2108,0.2514,0.2621,0.1005909523370314,0.1449662636508401,0.25932392441948,0.1120467185974121,0.3328542709350586,0.5740070343017578,19.572682182373143,4.082411293399462,1.0591665702098474,44.6904755242884
67,drones_instance-12_network_4_deadline_11_corrsize_3,drones,12,2,1,4,11,3,11.648625145755217,0.2969333485747213,0.8036,29,0.9982,0.9987,0.9987,1.0,0.9984713101443368,0.9980458036368388,0.1150286197662353,0.6286282539367676,0.238675832748413,0.05006508460999859,0.0,0.06550479254643227,0.022898753946457052
68,drones_instance-12_network_4_deadline_11_corrsize_4,drones,12,2,1,4,11,3,43.718900879916745,0.0824692560828027,0.6176,29,0.1447,0.1447,0.2008,0.1481826424609013,0.1867560059468676,0.1986553850583742,0.115098237991333,0.1877834796905517,17.230492115020752,27.938247011952193,27.938247011952193,1.0680353294949174,6.994020942795029
69,drones_instance-12_network_4_deadline_12_corrsize_2,drones,12,2,1,4,12,2,5.616030975860001,0.638300578998961,0.5831,29,0.7516,0.7537,0.7523,0.6946887392953583,0.7427882574962106,0.7486093254122053,0.1142442226409912,0.2094941139221191,0.228480577468872,0.09304798617571752,-0.18609597235146458,0.4905854828917595,1.2643549785709676
70,drones_instance-12_network_4_deadline_12_corrsize_3,drones,12,2,1,4,12,3,15.604763848881678,0.6609338672278054,0.5338,29,0.998,0.9998,0.9998,1.0,0.9996833277018298,0.9996847904908168,0.1189048290252685,0.128659963607788,0.6770069599151611,0.18003600720144267,0.0,0.011523255569433948,0.011669563729771014
71,drones_instance-12_network_4_deadline_12_corrsize_4,drones,12,2,1,4,12,3,20.908482246905493,0.3483423149433043,0.7782,29,0.8051,0.8094,0.809,0.7779033823283883,0.8173842513523165,0.8114510178759737,0.1137290000915527,0.2062962055206298,1.1482985019683838,0.4820766378244764,-0.0494437577255817,-0.3029688351018149,-1.0363722314359038
72,drones_instance-12_network_4_deadline_13_corrsize_2,drones,12,2,1,4,13,2,24.28058485020295,0.4011633169491599,0.7364,29,0.3631,0.3758,0.3784,0.3788477120811599,0.4381887838387435,0.3782395583693786,0.1805794239044189,0.2109332084655761,0.5306882858276367,4.043340380549692,0.6871035940803359,0.042400008092336045,-15.800418562035802
73,drones_instance-12_network_4_deadline_13_corrsize_3,drones,12,2,1,4,13,3,8.440015139067242,0.8306781077673147,0.3057,29,0.9985,1.0,1.0,1.0,0.9996833277018298,0.9996838804820414,0.1152207851409912,0.1519575119018554,0.1255037784576416,0.14999999999999458,0.0,0.0316119517958624,0.03166722981702286
74,drones_instance-12_network_4_deadline_13_corrsize_4,drones,12,2,1,4,13,3,12.596742020083154,0.0859761236045,0.84,29,0.9682,0.9684,0.9689,0.9561994310718678,0.9653985525092508,0.9706401747638,0.1146581172943115,0.2087306976318359,6.833282470703125,0.07224687790277985,0.051604912787691706,-0.1796031338425082,0.3613837847816297
75,drones_instance-12_network_4_deadline_14_corrsize_2,drones,12,2,1,4,14,2,3.767239889379173,0.945323940927284,0.1667,29,0.9987,0.9995,0.9995,1.0,0.9983217744940917,0.998323198870196,0.1127693653106689,0.1629822254180908,0.1392414569854736,0.08004002001000729,0.0,0.1177389824716364,0.11788149133650859
76,drones_instance-12_network_4_deadline_14_corrsize_3,drones,12,2,1,4,14,3,18.59794129841635,0.2293568218820209,0.861,29,0.9448,0.9453,0.9448,0.9305574884687824,0.9448826344774266,0.9465837664435592,0.1954705715179443,0.2255713939666748,1.8428325653076167,0.0,-0.05292125317528111,-0.18879831113032017,-0.008746240201801874
77,drones_instance-12_network_4_deadline_14_corrsize_4,drones,12,2,1,4,14,3,26.103958334374465,0.1718839238759016,0.841,29,0.2984,0.2954,0.2985,0.3189397429109763,0.3781557988616065,0.3011738029907878,0.1143989562988281,0.1904993057250976,1.6807310581207275,0.033500837520934336,1.038525963149076,-0.8957463955737984,-26.685359752632
78,drones_instance-12_network_5_deadline_10_corrsize_2,drones,12,2,1,5,10,2,26.967631681512277,0.8303027182883136,0.3736,29,0.1759,0.1976,0.1985,0.1847301879415587,0.2380301875925189,0.1941429282722119,0.2279255390167236,0.2033164501190185,0.5179488658905029,11.38539042821159,0.4534005037783435,2.194998351530528,-19.914452187666946
79,drones_instance-12_network_5_deadline_10_corrsize_3,drones,12,2,1,5,10,3,8.582553669454734,0.9666792059219954,0.1421,29,0.9007,0.9022,0.9015,0.8776997113736231,0.9015512356520614,0.9021553070583366,0.1424982547760009,0.2080662250518798,0.32489013671875,0.08874098724348563,-0.07764836383805147,-0.07269074413051661,-0.005683377932495087
80,drones_instance-12_network_5_deadline_10_corrsize_4,drones,12,2,1,5,10,3,23.87564456650236,0.6221701453214016,0.3324,29,0.605,0.6055,0.6081,0.5105491068463308,0.5713697789818687,0.6078024416212018,0.1148352622985839,0.2156026363372802,2.362712144851685,0.5097845749054418,0.42756125637229664,0.048932474724254334,6.0401613251325905
81,drones_instance-12_network_5_deadline_11_corrsize_2,drones,12,2,1,5,11,2,50.384236332392696,0.0905493767002943,0.9381,29,0.2416,0.2419,0.2459,0.1440509298081226,0.1822640113842047,0.2458139930637659,0.1173892021179199,0.2152936458587646,0.3474535942077636,1.7486783245221627,1.626677511183409,0.03497638724445611,25.8788078958094
83,drones_instance-12_network_5_deadline_11_corrsize_4,drones,12,2,1,5,11,3,7.533738521402853,0.0448165155823844,0.9255,29,0.9841,0.9842,0.9847,0.97818272855358,0.9828050560363332,0.9849575607010908,0.1124587059020996,0.2318625450134277,26.83603000640869,0.06093226363359855,0.050776886361334005,-0.026156260900856203,0.1924387086083935
84,drones_instance-12_network_5_deadline_12_corrsize_2,drones,12,2,1,5,12,2,7.186291403453637,0.1510841061240324,0.9002,29,0.9075,0.9079,0.9079,0.8827935582564145,0.9056307659080054,0.904265425019785,0.1130146980285644,0.1823513507843017,0.5610170364379883,0.04405771560745313,0.0,0.400327677080628,0.24994317567955093
85,drones_instance-12_network_5_deadline_12_corrsize_3,drones,12,2,1,5,12,3,26.01041098913983,0.3128563099661214,0.5973,29,0.9976,0.998,0.998,0.9988614219292512,0.9975278531914524,0.9976364855707518,0.1186292171478271,0.1539075374603271,0.297541856765747,0.04008016032063687,0.0,0.03642429150783585,0.047309299453664216
86,drones_instance-12_network_5_deadline_12_corrsize_4,drones,12,2,1,5,12,3,2.134873264958268,0.2481150618976935,0.7778,29,0.9979,0.9999,0.9999,1.0,0.9996833277018298,0.9997121881197004,0.113950490951538,0.1288456916809082,1.285588026046753,0.2000200020002002,0.0,0.018783066336592977,0.021669396756699627
87,drones_instance-12_network_5_deadline_13_corrsize_2,drones,12,2,1,5,13,2,17.482878670089452,0.9568763100319204,0.2046,29,0.9977,0.9991,0.9994,1.0,0.998732226500366,0.9989449424338124,0.1130182743072509,0.6220011711120605,0.674476146697998,0.17010206123673444,0.030018010806480585,0.04553307646463656,0.06681744042765494
88,drones_instance-12_network_5_deadline_13_corrsize_3,drones,12,2,1,5,13,3,3.5979917764544345,0.0003480273389164,0.9519,29,0.997,0.9998,0.9998,1.0,0.9993778461799728,0.9995030409494322,0.1147041320800781,0.1486661434173584,1.824912548065185,0.28005601120224294,0.0,0.0297018454258665,0.04222382676807296
89,drones_instance-12_network_5_deadline_13_corrsize_4,drones,12,2,1,5,13,3,13.49862231625922,0.4413012344839113,0.625,29,0.9983,0.9996,0.9996,1.0,0.9991212659322076,0.9991128557112764,0.1418647766113281,0.1472530364990234,1.4599392414093018,0.13005202080833123,0.0,0.048733922441341636,0.0478925638047638
90,drones_instance-12_network_5_deadline_14_corrsize_2,drones,12,2,1,5,14,2,6.548514883743664,0.6277526150390625,0.6081,29,0.9976,0.9997,0.9997,1.0,0.9996833277018298,0.9996917701784132,0.1154572963714599,0.1529302597045898,0.7948246002197266,0.21006301890567078,0.0,0.0008232291274262627,0.0016677301360669813
