,Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime,Percentage Difference (Correlated - Booles),Percentage Difference (Correlated - Independent),Percentage Difference (MC Correlated - Theoretical Correlated),Percentage Difference (MC Correlated - Theoretical Independent)
6494,drones_instance-72_network_4_deadline_10_corrsize_3,drones,72,4,2,4,10,3,14.847106449197057,0.1674648950320213,0.7389,58,0.4052,0.4312,0.4554,0.3513806764418109,0.4294259153620454,0.4514668552411003,0.2428970336914062,0.5477077960968018,5.402741432189941,11.023276240667549,5.314009661835748,0.8636681508343699,5.703575897662415
6496,drones_instance-72_network_4_deadline_11_corrsize_2,drones,72,4,2,4,11,2,15.401848907696008,0.0439242400189882,0.9732,58,0.7452,0.747,0.7477,0.7018895228993723,0.7486922517064186,0.74641521563505,0.2357926368713379,0.3898384571075439,0.443568468093872,0.3343587000133821,0.09362043600374935,0.1718315320248834,-0.13270719625766883
6497,drones_instance-72_network_4_deadline_11_corrsize_3,drones,72,4,2,4,11,3,7.803408885340018,0.0147571998501786,0.9911,58,0.9326,0.9379,0.938,0.918516593272482,0.9358731225492356,0.9374129364324744,0.2426841259002685,0.3845419883728027,0.6527438163757324,0.5756929637526611,0.010660980810233367,0.06258673427778048,0.22674599688319208
6498,drones_instance-72_network_4_deadline_11_corrsize_4,drones,72,4,2,4,11,3,17.13285313060192,0.4828265038898403,0.4592,58,0.9375,0.9431,0.9433,0.9254885199690877,0.9414122018579418,0.9432256591171608,0.2461209297180175,0.3988087177276611,1.9674077033996584,0.6148627159970346,0.021202162620584962,0.007880937436573381,0.20012701601380203
6499,drones_instance-72_network_4_deadline_12_corrsize_2,drones,72,4,2,4,12,2,6.685975224360632,0.6689605965411803,0.4539,58,0.9313,0.9351,0.9349,0.9165824317371548,0.934367296278708,0.9353939827170764,0.2401371002197265,0.3887724876403808,0.5922794342041016,0.38506792170284915,-0.02139266231683485,-0.05283802728382263,0.056979754122579294
6500,drones_instance-72_network_4_deadline_12_corrsize_3,drones,72,4,2,4,12,3,23.10131129190505,0.226496751577686,0.7043,58,0.6981,0.7013,0.7013,0.665043158323618,0.7132173064328313,0.7001629159303102,0.2400758266448974,0.380887508392334,0.980198860168457,0.456295451304717,0.0,0.16213946523453868,-1.6993164740954352
6501,drones_instance-72_network_4_deadline_12_corrsize_4,drones,72,4,2,4,12,3,8.226962504777863,0.4093228834561511,0.5273,58,0.9939,0.9987,0.9985,1.0,0.9980211673061632,0.9981197308797832,0.2398128509521484,1.0639443397521973,2.456345558166504,0.46069103655483706,-0.020030045067599197,0.03808403807880071,0.04795520218696659
6502,drones_instance-72_network_4_deadline_13_corrsize_2,drones,72,4,2,4,13,2,9.906679051596686,0.2996834860698299,0.7225,58,0.8243,0.8292,0.8276,0.7929547385899695,0.8297432091782886,0.8250208817981568,0.2377364635467529,0.3825969696044922,1.012145757675171,0.398743354277425,-0.19333011116481946,0.3116382554184631,-0.2589667929299886
6503,drones_instance-72_network_4_deadline_13_corrsize_3,drones,72,4,2,4,13,3,6.891143912784912,0.1151075562048952,0.6824,58,0.9954,0.9998,0.9998,1.0,0.9993034533126054,0.9993296175579188,0.2393536567687988,0.2954540252685547,5.224391460418701,0.4400880176035278,0.0,0.047047653738867413,0.04966460165979474
6504,drones_instance-72_network_4_deadline_13_corrsize_4,drones,72,4,2,4,13,3,19.76381966099024,0.3922783511211363,0.6149,58,0.8914,0.8978,0.8981,0.8694974119673147,0.8955293190247807,0.8987899466405421,0.241788625717163,0.4121856689453125,1.23264479637146,0.7460193742344994,0.03340385257766028,-0.07682291955707785,0.2862354944014348
6505,drones_instance-72_network_4_deadline_14_corrsize_2,drones,72,4,2,4,14,2,17.743706563742524,0.5498758972994285,0.6423,58,0.9887,0.9928,0.9928,0.9907898685167168,0.991922596028728,0.99192915032343,0.2371602058410644,0.3558456897735595,0.3874247074127197,0.412973408541498,0.0,0.0877165266488748,0.08837670943513357
6506,drones_instance-72_network_4_deadline_14_corrsize_3,drones,72,4,2,4,14,3,12.64576014010174,0.017094751104306,0.7875,58,0.9676,0.9719,0.9719,0.9642401298507964,0.9714355776356244,0.9735561441694696,0.2429463863372802,0.3863861560821533,1.667882204055786,0.4424323490070965,0.0,-0.17040273376577586,0.04778499479119304
6507,drones_instance-72_network_4_deadline_14_corrsize_4,drones,72,4,2,4,14,3,17.185939154598422,0.0453248420817646,0.5485,58,0.1971,0.2003,0.2054,0.2582156770981852,0.314886004790027,0.2081699643778961,0.2411470413208007,0.3847606182098388,6.411717653274536,4.040895813047713,2.4829600778967835,-1.3485707779435683,-53.303799800402615
6510,drones_instance-72_network_5_deadline_10_corrsize_4,drones,72,4,2,5,10,3,10.567120291137416,0.0746537947205067,0.7994,58,0.9357,0.939,0.939,0.920297145655262,0.9372366721542515,0.9407706185924638,0.2386496067047119,0.4531800746917724,3.875211238861084,0.351437699680508,0.0,-0.18856428034758865,0.18778784299769935
6511,drones_instance-72_network_5_deadline_11_corrsize_2,drones,72,4,2,5,11,2,22.68386813593532,0.0418017963994395,0.9678,58,0.7781,0.7809,0.7996,0.6649339230009009,0.7131042266903284,0.7930461607877152,0.2378590106964111,0.345876932144165,0.7786769866943359,2.688844422211101,2.338669334667326,0.819639721396299,10.817380353885895
6515,drones_instance-72_network_5_deadline_12_corrsize_3,drones,72,4,2,5,12,3,38.55491281485002,0.0458122374033665,0.7646,58,0.8244,0.8269,0.828,0.7452249149121967,0.7907366978299406,0.8275781406562827,0.2425789833068847,1.0933737754821775,2.9636359214782715,0.43478260869564456,0.1328502415458925,0.05094919610112334,4.5003988128091015
6516,drones_instance-72_network_5_deadline_12_corrsize_4,drones,72,4,2,5,12,3,14.875878826412958,0.0180040996422979,0.9602,58,0.9948,0.9978,0.9978,1.0,0.9978288947799826,0.9977482294028578,0.243565559387207,1.1967952251434326,8.31553030014038,0.30066145520144344,0.0,0.005188474357810291,-0.0028958488657626832
6517,drones_instance-72_network_5_deadline_13_corrsize_2,drones,72,4,2,5,13,2,0.8132525296686094,0.4874112567501378,0.6835,58,0.9819,0.9878,0.9872,0.9841943104222212,0.9870680151586156,0.987049136814628,0.2389860153198242,0.3733799457550049,0.4887785911560058,0.5368719611021041,-0.060777957860620443,0.015281927205423531,0.013369615213160959
6518,drones_instance-72_network_5_deadline_13_corrsize_3,drones,72,4,2,5,13,3,3.658750799993111,0.3990119719242712,0.421,58,0.9942,0.9982,0.9987,1.0,0.9981986861201706,0.9986235471245254,0.2406682968139648,0.2912189960479736,1.8657026290893557,0.45058576148994284,0.05006508460999859,0.007655239358630404,0.050196643619649026
6520,drones_instance-72_network_5_deadline_14_corrsize_2,drones,72,4,2,5,14,2,7.208619914181043,0.0517929540653224,0.9101,58,0.9931,0.9988,0.9987,1.0,0.9987140435587338,0.9988031871809862,0.2360932826995849,1.061324119567871,1.6175096035003662,0.5607289476319264,-0.010013016921997495,-0.010332149893473473,-0.0014061839124662647
6521,drones_instance-72_network_5_deadline_14_corrsize_3,drones,72,4,2,5,14,3,9.409013697389202,0.0413216707306285,0.8438,58,0.6595,0.6715,0.6761,0.5820906273065845,0.6395946061996837,0.6765559830601461,0.2430174350738525,0.4335486888885498,9.047727108001707,2.4552580979145184,0.6803727259281243,-0.06744313861056767,5.399407454565354
6522,drones_instance-72_network_5_deadline_14_corrsize_4,drones,72,4,2,5,14,3,23.928538126233505,0.2249966922458814,0.6477,58,0.9707,0.9743,0.9743,0.967381678992863,0.9741766241512636,0.974187951308706,0.2395751476287841,1.2322781085968018,4.610229015350342,0.3694960484450423,0.0,0.01150043018516974,0.012663024606019823
6523,drones_instance-72_network_6_deadline_10_corrsize_2,drones,72,4,2,6,10,2,12.347309249915432,0.2912072039718448,0.7006,58,0.5765,0.5843,0.5856,0.5269654074161186,0.5864647063040753,0.5816373238332129,0.2468211650848388,0.3790645599365234,1.9137182235717771,1.5539617486338793,0.2219945355191202,0.6766865038912462,-0.14766159564127618
6528,drones_instance-72_network_6_deadline_11_corrsize_4,drones,72,4,2,6,11,3,18.64765702499673,0.0013356332416574,0.981,58,0.7536,0.7576,0.7573,0.7260812611805775,0.7697034362403573,0.7520849758001028,0.2493739128112793,0.4241702556610107,4.5911054611206055,0.4885778423346,-0.039614419648762444,0.6886338571104142,-1.637849761040187
6530,drones_instance-72_network_6_deadline_12_corrsize_3,drones,72,4,2,6,12,3,18.928814103955837,0.126897803220252,0.7049,58,0.8385,0.842,0.843,0.8127742568620476,0.8466575164987707,0.8424129538814146,0.2405712604522705,0.3806307315826416,1.10239577293396,0.5338078291814886,0.11862396204033226,0.06963773648699872,-0.4338690983120729
6531,drones_instance-72_network_6_deadline_12_corrsize_4,drones,72,4,2,6,12,3,4.854679333445887,0.5680159791768459,0.3858,58,0.9941,0.9998,0.9998,1.0,0.9993034533126054,0.9993065783317204,0.2415869235992431,0.2961452007293701,1.4510116577148438,0.5701140228045647,0.0,0.04935203723540631,0.04966460165979474
6532,drones_instance-72_network_6_deadline_13_corrsize_2,drones,72,4,2,6,13,2,4.6672690941498844,0.0532642693607691,0.8615,58,0.9944,0.9999,0.9999,1.0,0.9993034533126054,0.9993772115099476,0.2385351657867431,0.2974195480346679,1.964785099029541,0.5500550055005561,0.0,0.05228407741297968,0.05966063480294197
6533,drones_instance-72_network_6_deadline_13_corrsize_3,drones,72,4,2,6,13,3,4.464485808041403,0.0009239599413892,0.9624,58,0.9955,0.9988,0.9978,1.0,0.9987191355127216,0.9982281600006802,0.2406461238861084,1.0767607688903809,1.027665376663208,0.2305071156544366,-0.10022048506714781,-0.04291040295451327,-0.09211620692740057
6534,drones_instance-72_network_6_deadline_13_corrsize_4,drones,72,4,2,6,13,3,13.686073769909395,0.7155997797193363,0.4261,58,0.8382,0.8421,0.8419,0.8050257845129214,0.8398719032267965,0.8408313977197291,0.242720365524292,0.3839821815490722,1.7679710388183594,0.43948212376767276,-0.023755790473925405,0.12692745935037844,0.240895210025357
6535,drones_instance-72_network_6_deadline_14_corrsize_2,drones,72,4,2,6,14,2,4.539442071053798,0.7174335106568421,0.4456,58,0.989,0.9934,0.9935,0.9928680722537568,0.9934940968869403,0.9934018939754944,0.2414565086364746,0.5249481201171875,1.318942308425903,0.4529441368897895,0.01006542526422748,0.009874788576312226,0.0005941734332865663
6536,drones_instance-72_network_6_deadline_14_corrsize_3,drones,72,4,2,6,14,3,12.199018944389149,0.1203739802672213,0.6044,58,0.802,0.8066,0.8069,0.7228272608445904,0.7667233822964714,0.8060080342508564,0.2430386543273925,0.4428260326385498,1.5287392139434814,0.6072623621266457,0.037179328293464736,0.11054229137978926,4.9791321977355985
6537,drones_instance-72_network_6_deadline_14_corrsize_4,drones,72,4,2,6,14,3,12.648960874181055,0.0024694239018034,0.9024,58,0.9668,0.9696,0.9702,0.9590672397479338,0.96782355021835,0.9709405273804156,0.2377717494964599,0.3912107944488525,7.79559850692749,0.35044320758606046,0.061842918985769324,-0.07632729132298849,0.24494431886724075
6541,drones_instance-72_network_7_deadline_11_corrsize_2,drones,72,4,2,7,11,2,18.366715336097283,0.6364982502477429,0.4962,58,0.1761,0.18,0.1769,0.139961554475453,0.1796627982533696,0.1796259940138312,0.2378814220428466,0.3768281936645508,0.5179476737976074,0.45223289994346816,-1.752402487280945,-1.5409802226292795,-1.5617853326001052
6542,drones_instance-72_network_7_deadline_11_corrsize_3,drones,72,4,2,7,11,3,5.379825770486454,0.0425178207634023,0.6578,58,0.9932,0.9981,0.9981,0.9996431399136876,0.9975089734342888,0.9975908648748296,0.2386324405670166,1.1887385845184326,30.82947587966919,0.49093277226730947,0.0,0.05101043233847991,0.05921516538535163
6543,drones_instance-72_network_7_deadline_11_corrsize_4,drones,72,4,2,7,11,3,1.4166367007012188,0.1482440067585642,0.7034,58,0.161,0.1655,0.1703,0.1475385610390798,0.1882218864438247,0.1706001159266259,0.2426116466522216,0.4062347412109375,1.2849819660186768,5.460951262477982,2.8185554903112147,-0.17622779015026693,-10.52371488187005
6546,drones_instance-72_network_7_deadline_12_corrsize_4,drones,72,4,2,7,12,3,7.8694173101628815,0.0894232594782051,0.5912,58,0.1911,0.2071,0.2168,0.1236546178933093,0.1620709911207909,0.2186138348841368,0.2424888610839843,0.3774635791778564,10.924165487289429,11.854243542435425,4.474169741697411,-0.8366397067051686,25.24400778561305
6547,drones_instance-72_network_7_deadline_13_corrsize_2,drones,72,4,2,7,13,2,13.645712408305185,0.1277799545382166,0.8253,58,0.8059,0.8095,0.8095,0.758699528908891,0.7978255297051587,0.8027134779330888,0.2414169311523437,0.3366105556488037,0.4479072093963623,0.44471896232242714,0.0,0.8383597364930471,1.4421828653293707
6548,drones_instance-72_network_7_deadline_13_corrsize_3,drones,72,4,2,7,13,3,5.932915582621623,0.4210970998178368,0.4654,58,0.9105,0.9145,0.9145,0.8874003721217458,0.9094549451079988,0.9100618214939056,0.2423057556152343,0.3445339202880859,0.6032826900482178,0.43739748496446185,0.0,0.48531202909725574,0.551673580317237
6549,drones_instance-72_network_7_deadline_13_corrsize_4,drones,72,4,2,7,13,3,9.204039438389486,0.3988837907216649,0.4859,58,0.9954,0.9999,0.9999,1.0,0.9993034533126054,0.9993096319293184,0.2465605735778808,0.2857177257537842,2.4168174266815186,0.450045004500456,0.0,0.05904271133929188,0.05966063480294197
6550,drones_instance-72_network_7_deadline_14_corrsize_2,drones,72,4,2,7,14,2,19.22831082989941,0.0199107565530935,0.969,58,0.9939,0.9991,0.999,1.0,0.9981693878788754,0.9984251021278212,0.2368645668029785,1.0613105297088623,0.3541684150695801,0.5105105105105099,-0.010010010010008907,0.05754733455243166,0.08314435646892525
6551,drones_instance-72_network_7_deadline_14_corrsize_3,drones,72,4,2,7,14,3,16.536726394749053,0.1498528791165577,0.6516,58,0.9611,0.9636,0.9639,0.9510790662135952,0.9618019535454124,0.9616701546674428,0.2415385246276855,0.3930096626281738,1.860868215560913,0.2904865649963715,0.031123560535321816,0.23133575397418946,0.21766225278426748
6552,drones_instance-72_network_7_deadline_14_corrsize_4,drones,72,4,2,7,14,3,8.366128304042558,0.3235996514770791,0.588,58,0.992,0.9949,0.9945,0.993886532748232,0.9942513905979108,0.994386361144106,0.2444372177124023,0.37880539894104,0.7354586124420166,0.25138260432378656,-0.040221216691800496,0.011426732618813959,0.024998431582630622
6553,drones_instance-72_network_8_deadline_10_corrsize_2,drones,72,4,2,8,10,2,27.530144124086664,0.3350639876430162,0.657,58,0.2735,0.2767,0.2744,0.2199261403112624,0.2690495176012993,0.2757770154862912,0.2379534244537353,0.3913593292236328,0.3983478546142578,0.32798833819240397,-0.8381924198250817,-0.5018278011265347,1.9498842560862515
6555,drones_instance-72_network_8_deadline_10_corrsize_4,drones,72,4,2,8,10,3,4.872066740572049,0.0792918275611221,0.6208,58,0.9937,0.9964,0.9966,0.9960725633279144,0.9956338849198731,0.9956525759348244,0.2438709735870361,0.3694782257080078,12.064846277236938,0.2909893638370473,0.020068231988770717,0.09506562965840584,0.09694110777913854
6558,drones_instance-72_network_8_deadline_11_corrsize_4,drones,72,4,2,8,11,3,11.715647648317592,0.0133736939140758,0.8216,58,0.9296,0.9322,0.9325,0.9070498147427422,0.9261982441982868,0.9323074096776668,0.2462368011474609,0.3818683624267578,8.427028894424438,0.3109919571045591,0.03217158176943345,0.020653117676483448,0.6757915068861358
6560,drones_instance-72_network_8_deadline_12_corrsize_3,drones,72,4,2,8,12,3,19.625210466448834,0.3519422262243734,0.5652,58,0.6712,0.6741,0.6741,0.6314149996667162,0.6825195090449662,0.6668573629483124,0.244098424911499,0.5003819465637207,1.0501084327697754,0.43020323394155374,0.0,1.0744158213451407,-1.2490000066705433
6561,drones_instance-72_network_8_deadline_12_corrsize_4,drones,72,4,2,8,12,3,6.481675986919402,0.3260267047035403,0.6888,58,0.7017,0.7046,0.7046,0.6412165129514561,0.6918916789419615,0.7001995449818614,0.2424638271331787,0.3415043354034424,0.7633695602416992,0.41158103888731384,0.0,0.6245323613594339,1.8036220633037952
6562,drones_instance-72_network_8_deadline_13_corrsize_2,drones,72,4,2,8,13,2,2.1818684172696674,0.2714235687810709,0.7733,58,0.9949,0.9998,0.9998,1.0,0.9993034533126054,0.9993253001349924,0.2386574745178222,0.2923934459686279,0.3073503971099853,0.4900980196039223,0.0,0.04747948239723829,0.04966460165979474
6563,drones_instance-72_network_8_deadline_13_corrsize_3,drones,72,4,2,8,13,3,0.8486452956278998,0.2168520597279031,0.7808,58,0.9926,0.9998,0.9998,1.0,0.9993034533126054,0.9993147778553848,0.2406990528106689,0.2916553020477295,0.5138046741485596,0.7201440288057596,0.0,0.048531920845690746,0.04966460165979474
6564,drones_instance-72_network_8_deadline_13_corrsize_4,drones,72,4,2,8,13,3,16.987066893022263,0.0131883789074106,0.8039,58,0.3554,0.4014,0.4199,0.2943398805031267,0.3662070156984404,0.415682436882462,0.2398715019226074,0.4357461929321289,4.865413904190064,15.360800190521553,4.405810907358899,1.0044208424715444,12.787088426187095
6565,drones_instance-72_network_8_deadline_14_corrsize_2,drones,72,4,2,8,14,2,38.62557307147492,0.364662972261466,0.7576,58,0.9821,0.9851,0.9853,0.9481905038280314,0.9871408825141228,0.987193539248256,0.2425508499145507,1.1792023181915283,0.773963451385498,0.32477418045265205,0.020298386278288644,-0.1921789554710324,-0.1868347218230837
6566,drones_instance-72_network_8_deadline_14_corrsize_3,drones,72,4,2,8,14,3,18.706533061318563,0.1227245502756246,0.7546,58,0.968,0.9715,0.9715,0.960887655686121,0.969015097609894,0.9713981708966768,0.241046667098999,0.3443381786346435,4.206899642944336,0.3602676273803457,0.0,0.010481636986437115,0.25577996810149395
6567,drones_instance-72_network_8_deadline_14_corrsize_4,drones,72,4,2,8,14,3,24.76065197272192,0.3182054765283336,0.4038,58,0.7054,0.7084,0.7084,0.6547306571145523,0.7041247498653042,0.7151087926214652,0.244309663772583,0.3380744457244873,1.18263840675354,0.42348955392433685,0.0,-0.9470345315450559,0.6035079241524385
6569,drones_instance-72_network_9_deadline_10_corrsize_3,drones,72,4,2,9,10,3,28.61940642057731,0.1658236071060393,0.5808,58,0.7204,0.7226,0.7248,0.6633819986415166,0.7196314149761289,0.7311078972016204,0.2421765327453613,0.3444993495941162,2.640991687774658,0.6070640176600386,0.3035320088300193,-0.8702948677732331,0.7131049977747068
6572,drones_instance-72_network_9_deadline_11_corrsize_3,drones,72,4,2,9,11,3,15.77098489790327,0.0128094802615297,0.9733,58,0.6989,0.7011,0.7011,0.6538671079762663,0.7033669233921611,0.706436954401398,0.2391343116760254,0.3480935096740722,0.791816234588623,0.3137926116103238,0.0,-0.7612258452999616,-0.32333809615763354
6573,drones_instance-72_network_9_deadline_11_corrsize_4,drones,72,4,2,9,11,3,13.999217669144564,0.2225452188179039,0.7817,58,0.2828,0.2772,0.2993,0.2350662777120631,0.2864741180310743,0.2975632533935157,0.2425296306610107,0.3837254047393799,4.529701232910156,5.512863347811565,7.383895756765789,0.5802694976559701,4.285293006657434
6574,drones_instance-72_network_9_deadline_12_corrsize_2,drones,72,4,2,9,12,2,5.218891586616322,0.4179757129823605,0.6078,58,0.989,0.993,0.993,0.9924744981149758,0.9931139461588152,0.9931213906622212,0.2398698329925537,0.3723540306091308,1.394939422607422,0.40281973816717054,0.0,-0.01222463869296735,-0.011474940464774888
6575,drones_instance-72_network_9_deadline_12_corrsize_3,drones,72,4,2,9,12,3,28.190475822143306,0.1129330923063418,0.6109,58,0.9663,0.9692,0.969,0.9467090809178382,0.9677322503232104,0.9687713106517478,0.2485790252685547,0.3951807022094726,1.6078588962554932,0.27863777089782504,-0.020639834881318677,0.023600551935206757,0.13083071999892193
6577,drones_instance-72_network_9_deadline_13_corrsize_2,drones,72,4,2,9,13,2,4.520846527380306,0.163193370097902,0.8986,58,0.9953,0.9997,0.9997,1.0,0.9993034533126054,0.999357021149932,0.2397055625915527,0.3149943351745605,1.6288933753967283,0.4401320396118906,0.0,0.03430817746004454,0.039666568710076906
6578,drones_instance-72_network_9_deadline_13_corrsize_3,drones,72,4,2,9,13,3,9.402798716864048,0.2528486488171613,0.4225,58,0.6403,0.6429,0.6429,0.6274087206923284,0.678567881170204,0.6501634183923595,0.2449007034301757,0.3539431095123291,3.1555750370025635,0.40441748327889976,0.0,-1.1297897639383176,-5.5479672064401795
6579,drones_instance-72_network_9_deadline_13_corrsize_4,drones,72,4,2,9,13,3,35.835023406781104,0.088079832744746,0.6573,58,0.4323,0.4501,0.4548,0.3393912990452215,0.4215195595339471,0.4550066603768452,0.2410075664520263,0.4274342060089111,6.250391244888306,4.947229551451179,1.0334212840809107,-0.045439836597447526,7.317599047065279
6580,drones_instance-72_network_9_deadline_14_corrsize_2,drones,72,4,2,9,14,2,5.154798676915024,0.026262033308154,0.9482,58,0.9934,0.9997,0.9997,1.0,0.9993034533126054,0.9993869469367108,0.2378945350646972,0.3101577758789062,1.6613836288452148,0.6301890567170234,0.0,0.03131470073914322,0.039666568710076906
6581,drones_instance-72_network_9_deadline_14_corrsize_3,drones,72,4,2,9,14,3,8.678438641190583,0.0010916212199912,0.8038,58,0.5845,0.5947,0.5961,0.5554232244459852,0.6161337118566593,0.592279989895209,0.2466838359832763,0.4317047595977783,1.4721083641052246,1.9459822177486905,0.2348599228317324,0.6408337703054754,-3.3607971576345186
6582,drones_instance-72_network_9_deadline_14_corrsize_4,drones,72,4,2,9,14,3,19.01031169527174,0.650730098548283,0.439,58,0.8024,0.8064,0.8064,0.7661138083784224,0.8048194159606755,0.8041755275470243,0.2419519424438476,0.3979558944702148,0.5814914703369141,0.49603174603174643,0.0,0.27585223871227,0.19600496519400845
6584,drones_instance-73_network_10_deadline_10_corrsize_3,drones,73,4,2,10,10,3,16.50673187727423,0.4955937273764486,0.4466,77,0.991,0.9934,0.9924,0.994717489531916,0.9939764010266592,0.9929218125839142,0.219794750213623,1.103869915008545,3.511577606201172,0.14107214832728304,-0.10076582023377678,-0.05258087302642691,-0.15884734246868557
6585,drones_instance-73_network_10_deadline_10_corrsize_4,drones,73,4,2,10,10,4,90.20327710191836,0.7746277185179455,0.2289,77,0.6299,0.6324,0.6319,0.561048831056145,0.6225132254633238,0.6346859838546377,0.2207558155059814,0.4402368068695068,4.715689897537232,0.3165057762304165,-0.07912644405759534,-0.4408899912387539,1.4854841805153103
6586,drones_instance-73_network_10_deadline_11_corrsize_2,drones,73,4,2,10,11,2,37.57562665255687,0.2318456364531217,0.8714,77,0.7681,0.7689,0.7687,0.6494935558833925,0.7007102289739188,0.7668385930173037,0.2200372219085693,0.3764972686767578,0.6091299057006836,0.07805385716144723,-0.02601795238714426,0.2421499912444807,8.844773126848091
6587,drones_instance-73_network_10_deadline_11_corrsize_3,drones,73,4,2,10,11,3,44.92614164460686,0.4233913973598574,0.5446,77,0.3218,0.3334,0.3402,0.2799576585238422,0.3418736462348256,0.3331698524418467,0.2187707424163818,0.4303407669067383,2.5038397312164307,5.408583186360972,1.9988242210464517,2.066474884818721,-0.49195950465184496
6588,drones_instance-73_network_10_deadline_11_corrsize_4,drones,73,4,2,10,11,4,39.43455267396175,0.6950866129513565,0.3327,77,0.8569,0.8576,0.8573,0.8274349644977811,0.8586277071114938,0.8567734014488642,0.220693826675415,1.1637027263641355,0.8911464214324951,0.046658112679336984,-0.03499358450951569,0.061425236339180324,-0.1548707700331134
6589,drones_instance-73_network_10_deadline_12_corrsize_2,drones,73,4,2,10,12,2,60.67763174574962,0.8157331101302017,0.4286,77,0.8086,0.8103,0.8096,0.774203860669258,0.8118746809629392,0.811935469283026,0.2220854759216308,0.4298892021179199,0.5824980735778809,0.12351778656126493,-0.08646245059288957,-0.288471996421192,-0.2809635576753035
6590,drones_instance-73_network_10_deadline_12_corrsize_3,drones,73,4,2,10,12,3,1.1832245731674935,0.1226240703634469,0.7171,77,0.9072,0.9097,0.9125,0.8814300435232765,0.90407754974671,0.9158934386471402,0.2199137210845947,0.3714332580566406,9.664651155471802,0.5808219178082161,0.3068493150684959,-0.37188368735783633,0.9230082469358932
6591,drones_instance-73_network_10_deadline_12_corrsize_4,drones,73,4,2,10,12,4,49.14557575179101,0.7269426873247613,0.2436,77,0.6822,0.6822,0.6855,0.6238320640317888,0.6755625223326384,0.6777858989043183,0.2257063388824463,0.3238813877105713,1.710024118423462,0.4814004376367571,0.4814004376367571,1.125324740434969,1.449668514567708
6593,drones_instance-73_network_10_deadline_13_corrsize_3,drones,73,4,2,10,13,3,94.27314625491982,0.5044328605031115,0.5031,77,0.5234,0.523,0.5234,0.4945130645476034,0.5565094771731279,0.5301899881927828,0.2216689586639404,0.4325106143951416,2.064988613128662,0.0,0.07642338555597171,-1.297284713943995,-6.325845848897202
6594,drones_instance-73_network_10_deadline_13_corrsize_4,drones,73,4,2,10,13,4,32.85031824651914,0.2345701580147823,0.5765,77,0.873,0.8757,0.8752,0.8512105228128682,0.8799831086075718,0.8781840133946884,0.2254395484924316,0.3887231349945068,47.81801271438599,0.2513711151736723,-0.05712979890311426,-0.3409521703254635,-0.5465160657646031
6595,drones_instance-73_network_10_deadline_14_corrsize_2,drones,73,4,2,10,14,2,52.63934894101715,0.56259249843225,0.571,77,0.9958,0.9999,0.9999,1.0,0.999366755685004,0.9993726510011728,0.2212204933166504,0.2774226665496826,0.2858686447143554,0.4100410041004093,0.0,0.05274017390011263,0.053329764476049354
6596,drones_instance-73_network_10_deadline_14_corrsize_3,drones,73,4,2,10,14,3,44.15282137729598,0.0121015810989948,0.5867,77,0.9946,0.999,0.999,1.0,0.9986149175177292,0.9977156877143348,0.217240571975708,1.0222010612487793,1.7973051071166992,0.4404404404404364,0.0,0.12855978835487164,0.03854679502209809
6597,drones_instance-73_network_10_deadline_14_corrsize_4,drones,73,4,2,10,14,4,96.9671874503725,0.0330974824028338,0.7544,77,0.9053,0.906,0.9058,0.8819219033609239,0.9034565388352296,0.9072437011669138,0.2673892974853515,0.3714306354522705,11.951907873153688,0.05519982336057142,-0.022079929344223665,-0.159384098798159,0.25871728469534844
6599,drones_instance-73_network_1_deadline_10_corrsize_3,drones,73,4,2,1,10,3,50.70501341744661,0.990616528463746,0.0638,77,0.0733,0.0778,0.0777,0.0524465295100849,0.0813079890476119,0.0783676300205443,0.222076416015625,0.5250627994537354,1.788827896118164,5.662805662805663,-0.12870012870011452,-0.8592406956811981,-4.643486547763053
6600,drones_instance-73_network_1_deadline_10_corrsize_4,drones,73,4,2,1,10,4,26.483285953762422,0.4182120736865464,0.4736,77,0.0893,0.0869,0.0894,0.0927614038847988,0.129551764930816,0.0914808639213339,0.2240030765533447,0.4267683029174804,5.599172592163086,0.11185682326620693,2.796420581655468,-2.3275882788969806,-44.91248873693065
6604,drones_instance-73_network_1_deadline_12_corrsize_2,drones,73,4,2,1,12,2,52.299532115679234,0.2336889137115455,0.8067,77,0.753,0.7533,0.753,0.6799377454007816,0.727461521778783,0.7571087841855823,0.2215189933776855,0.390129804611206,0.6054532527923584,0.0,-0.03984063745019481,-0.5456552703296478,3.3915641728043853
6605,drones_instance-73_network_1_deadline_12_corrsize_3,drones,73,4,2,1,12,3,81.70055915018887,0.5113469632295986,0.4389,77,0.5637,0.5602,0.564,0.4660255981089606,0.529976607904529,0.5609131956727148,0.2209751605987548,0.4451367855072021,2.883229970932007,0.05319148936169627,0.6737588652482118,0.5473057317881458,6.032516328984202
