Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime
rovers_instance-5_network_2_deadline_1_corrsize_2,rovers,5,0,0,2,1,2,2.9478919673082578,1.6983563040999944e-06,0.9,94,0.2077,0.2128,0.22525,0.08688042971708719,0.13208696174546988,0.22089950915685513,0.3942382335662842,0.7444384098052979,2.949568033218384
rovers_instance-5_network_2_deadline_2_corrsize_2,rovers,5,0,0,2,2,2,4.563409716896137,1.6983563040999944e-06,0.9,94,0.32255,0.3319,0.3471,0.1916111287058913,0.2577803140722786,0.35121935768134693,0.3982515335083008,0.5639359951019287,2.6525120735168457
rovers_instance-5_network_3_deadline_0_corrsize_2,rovers,5,0,0,3,0,2,2.6733762173689612,1.6983563040999944e-06,0.9,94,0.00055,0.00085,0.0014,3.7426036849049417e-05,0.0001863419819735908,0.001814289619601556,0.39846181869506836,0.6218905448913574,2.4976887702941895
rovers_instance-5_network_3_deadline_1_corrsize_2,rovers,5,0,0,3,1,2,2.6750122726165064,1.6983563040999944e-06,0.9,94,0.1767,0.18895,0.2005,0.07601342067089854,0.11915642474689452,0.19988982180570714,0.40436458587646484,0.7386147975921631,2.689399242401123
rovers_instance-5_network_3_deadline_2_corrsize_2,rovers,5,0,0,3,2,2,2.213699211289462,1.6983563040999944e-06,0.9,94,0.6735,0.67605,0.6837,0.5386904628063208,0.6089916112653748,0.6785268619447349,0.3966054916381836,0.58365797996521,2.733675479888916
rovers_instance-7_network_1_deadline_0_corrsize_2,rovers,7,0,0,1,0,2,1.2826608650326052,8.938717389999976e-06,0.9,73,0.2125,0.2082,0.2323,0.07761223849540774,0.1110000938029214,0.2253426655251752,0.37917089462280273,0.44043636322021484,1.7018465995788574
rovers_instance-7_network_1_deadline_1_corrsize_2,rovers,7,0,0,1,1,2,2.852440475211745,8.938717389999976e-06,0.9,73,0.58765,0.58925,0.60525,0.4459521747212538,0.5121725585485258,0.6063652897676819,0.37204861640930176,0.4458789825439453,1.0984320640563965
rovers_instance-7_network_1_deadline_2_corrsize_2,rovers,7,0,0,1,2,2,1.9476196344017755,8.938717389999976e-06,0.9,73,0.87335,0.8824,0.8855,0.8092345864303935,0.8469175457385039,0.8838913477892267,0.37420225143432617,0.5544970035552979,2.9553449153900146
rovers_instance-7_network_2_deadline_0_corrsize_2,rovers,7,0,0,2,0,2,1.7276690032483997,8.938717389999976e-06,0.9,73,0.1491,0.1618,0.1822,0.05741603201838222,0.08532347873278001,0.18333305564610214,0.37678050994873047,0.5542166233062744,1.4673473834991455
rovers_instance-7_network_2_deadline_1_corrsize_2,rovers,7,0,0,2,1,2,1.7031649089220275,8.938717389999976e-06,0.9,73,0.7056,0.70635,0.712,0.5614361453387893,0.6289298275055952,0.7153606165463852,0.38045334815979004,0.6266710758209229,1.796942949295044
rovers_instance-7_network_2_deadline_2_corrsize_2,rovers,7,0,0,2,2,2,2.104444583050673,8.938717389999976e-06,0.9,73,0.83915,0.84705,0.85125,0.7631157898822631,0.8074430143851049,0.8525286281097596,0.3768024444580078,0.5681209564208984,2.017306327819824
rovers_instance-7_network_3_deadline_0_corrsize_2,rovers,7,0,0,3,0,2,1.8999833515927795,8.938717389999976e-06,0.9,73,0.15365,0.14825,0.1729,0.04860956946155744,0.07524400532322548,0.17413996082852432,0.3794698715209961,0.495894193649292,2.3472325801849365
rovers_instance-7_network_3_deadline_1_corrsize_2,rovers,7,0,0,3,1,2,2.152294681170115,8.938717389999976e-06,0.9,73,0.62715,0.62745,0.6394,0.4737774930418732,0.543395757211104,0.6411099743181531,0.37526988983154297,0.5864591598510742,2.2431387901306152
rovers_instance-7_network_3_deadline_2_corrsize_2,rovers,7,0,0,3,2,2,2.010055704706419,8.938717389999976e-06,0.9,73,0.84725,0.85495,0.858,0.7689919057259932,0.813623147423446,0.8577832888391267,0.3725857734680176,0.6232197284698486,1.977245807647705
rovers_instance-8_network_1_deadline_0_corrsize_2,rovers,8,0,0,1,0,2,2.678750976919418,7.990066857828799e-11,0.9,143,0.00925,0.01365,0.016,0.0016761870265245957,0.005039449717586855,0.016331130245410892,0.6582832336425781,1.1737570762634277,4.097506523132324
rovers_instance-8_network_1_deadline_1_corrsize_2,rovers,8,0,0,1,1,2,1.6816080931595063,7.990066857828799e-11,0.9,143,0.3659,0.37265,0.38135,0.26864496897830326,0.33555244011990804,0.38175547215452177,0.645667314529419,1.1002395153045654,4.626934289932251
rovers_instance-8_network_1_deadline_2_corrsize_2,rovers,8,0,0,1,2,2,1.0559547772796187,7.990066857828799e-11,0.9,143,0.92995,0.9351,0.93615,0.912964956437287,0.9292214482937903,0.9346983671721198,0.6492087841033936,0.9759483337402344,12.752859354019165
rovers_instance-8_network_2_deadline_0_corrsize_2,rovers,8,0,0,2,0,2,1.7205558748544734,7.990066857828799e-11,0.9,143,0.0124,0.01285,0.01555,0.0029713977780188167,0.006165551781279568,0.015175380875943405,0.6519515514373779,1.0161809921264648,3.342654228210449
rovers_instance-8_network_2_deadline_1_corrsize_2,rovers,8,0,0,2,1,2,1.0025719677416876,7.990066857828799e-11,0.9,143,0.63415,0.6361,0.64705,0.5302170868615234,0.5975903899365689,0.6484772179946464,0.6314189434051514,0.9825026988983154,4.280821800231934
rovers_instance-8_network_2_deadline_2_corrsize_2,rovers,8,0,0,2,2,2,2.125209079010239,7.990066857828799e-11,0.9,143,0.66615,0.6703,0.67655,0.568623811068684,0.6330299709363704,0.6718105398316859,0.6372890472412109,0.9014062881469727,4.945938348770142
rovers_instance-8_network_3_deadline_0_corrsize_2,rovers,8,0,0,3,0,2,1.5476053622404908,7.990066857828799e-11,0.9,143,0.00955,0.01125,0.0146,0.0023589245846262923,0.006023260895604172,0.01372242939402682,0.6344382762908936,1.0132832527160645,2.9446942806243896
rovers_instance-8_network_3_deadline_1_corrsize_2,rovers,8,0,0,3,1,2,2.391608958915627,7.990066857828799e-11,0.9,143,0.2379,0.2398,0.2522,0.14451903182915377,0.19730584758639333,0.25002867998899997,0.6605434417724609,0.9050576686859131,3.8325321674346924
rovers_instance-8_network_3_deadline_2_corrsize_2,rovers,8,0,0,3,2,2,1.9774101976319856,7.990066857828799e-11,0.9,143,0.77865,0.78005,0.78545,0.6937363842399853,0.7447712905127858,0.7834439566615595,0.6411504745483398,1.002521276473999,4.4332029819488525
rovers_instance-10_network_1_deadline_0_corrsize_2,rovers,10,0,0,1,0,2,1.751497008340806,1.5181127029874708e-11,0.9,152,0.01835,0.0199,0.0233,0.0017423432201552078,0.004737857795730324,0.02325932932466823,0.7062323093414307,1.127202033996582,2.643901824951172
rovers_instance-10_network_1_deadline_1_corrsize_2,rovers,10,0,0,1,1,2,2.9490535846027512,1.5181127029874708e-11,0.9,152,0.19515,0.20645,0.2227,0.09590059604405012,0.14227853945389896,0.22574530318472835,0.7055716514587402,1.0750672817230225,3.615121603012085
rovers_instance-10_network_1_deadline_2_corrsize_2,rovers,10,0,0,1,2,2,1.9804514914293985,1.5181127029874708e-11,0.9,152,0.90725,0.9132,0.91585,0.8756013293354392,0.9009669680723746,0.9163673737397644,0.7064833641052246,1.143691062927246,4.316675186157227
rovers_instance-10_network_2_deadline_0_corrsize_2,rovers,10,0,0,2,0,2,2.241951332956481,1.5181127029874708e-11,0.9,152,0.00715,0.0088,0.01165,0.0006932420185984462,0.0018609222396646899,0.010580393481187314,0.7190876007080078,1.0424582958221436,1.4503531455993652
rovers_instance-10_network_2_deadline_1_corrsize_2,rovers,10,0,0,2,1,2,3.0099190337863373,1.5181127029874708e-11,0.9,152,0.20605,0.2044,0.2195,0.085305763237543,0.12759746129922714,0.21675101630120516,0.7056691646575928,1.0629379749298096,3.4441916942596436
rovers_instance-10_network_2_deadline_2_corrsize_2,rovers,10,0,0,2,2,2,1.894341505060491,1.5181127029874708e-11,0.9,152,0.93,0.93615,0.93685,0.9012911411707635,0.9207433923663063,0.9344377086140683,0.6806409358978271,1.0866453647613525,12.090672254562378
